children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
0,-995.2185682978064,29,masters degree,0,unmarried,4,F,partner,0,282634.2671953438,education,education
1,-3248.9793274526232,31,secondary education,1,civil partnership,1,F,employee,0,123420.70519935132,buying property for renting out,property
0,-477.46365966922895,22,secondary education,1,civil partnership,1,M,employee,0,98602.84380877684,buy real estate,estate
0,-3440.925763877629,40,masters degree,0,married,0,F,employee,0,145164.59856982972,building a real estate,estate
0,-1049.1775281132163,41,secondary education,1,married,0,F,employee,0,402965.942559737,car,car
0,-311.8022799475972,59,secondary education,1,unmarried,4,M,employee,0,147140.56611843972,construction of own property,property
0,-1520.0121253810971,41,bachelor degree,2,unmarried,4,F,partner,0,309153.591075174,buying a second-hand car,car
0,381366.0120680989,64,secondary education,1,widow / widower,2,F,retiree,1,180608.110744198,buy commercial real estate,estate
0,-1260.2090006839555,25,secondary education,1,married,0,F,employee,0,92167.09290227984,buy residential real estate,estate
0,-1936.8007070074843,39,secondary education,1,married,0,M,employee,0,221496.0962429557,building a property,property
1,-935.6329405602812,45,secondary education,1,civil partnership,1,F,employee,0,131112.1569173738,getting an education,education
0,380899.30488277983,52,secondary education,1,married,0,F,retiree,0,161296.851590177,building a property,property
0,-8636.274140218875,56,SECONDARY EDUCATION,1,married,0,F,partner,0,221809.960717107,purchase of my own house,house
0,-1584.7888795919644,48,secondary education,1,civil partnership,1,F,civil servant,0,217137.1993554168,buy commercial real estate,estate
1,-381.311169505672,41,masters degree,0,married,0,M,partner,0,349024.13523530663,purchase of a car,car
1,380539.9595332713,62,secondary education,1,married,0,F,retiree,0,212695.0576176001,transactions with the residential real estate,estate
0,-200.10118759151428,60,SECONDARY EDUCATION,1,civil partnership,1,F,partner,0,113588.2940780913,wedding ceremony,wedding
1,-1879.3119505878813,42,secondary education,1,unmarried,4,F,partner,0,95727.51642147136,university education,education
0,-2828.055914892532,38,secondary education,1,civil partnership,1,F,employee,0,110602.09836200376,wedding ceremony,wedding
0,-1229.3334016012282,44,secondary education,1,married,0,F,employee,0,166707.39171761333,buying property for renting out,property
1,-717.4028811730542,33,masters degree,0,civil partnership,1,F,employee,0,136923.47820948824,to have a wedding,wedding
0,-4109.678889270262,46,secondary education,1,unmarried,4,M,employee,0,232881.9386835963,buying a second-hand car,car
0,-886.0806006674421,20,masters degree,0,unmarried,4,M,employee,0,118423.6045421078,purchase of the house,house
1,-824.1107619271909,26,secondary education,1,unmarried,4,M,employee,1,122995.56033636586,construction of own property,property
2,-2487.734173030953,43,secondary education,1,married,0,M,civil servant,0,132566.28504316608,purchase of a car,car
0,-917.0774367654049,54,secondary education,1,civil partnership,1,M,employee,0,115292.33844483856,buy real estate,estate
0,-3197.237006849493,50,secondary education,1,unmarried,4,M,employee,0,332264.7975994614,purchase of the house for my family,house
0,-171.12434689531537,38,secondary education,1,civil partnership,1,F,employee,0,161439.24282911894,purchase of the house,house
0,331676.6224723251,67,masters degree,0,married,0,F,retiree,0,184197.93928012345,housing transactions,house
2,-644.4819508449773,34,masters degree,0,married,0,M,partner,0,627639.3489682428,purchase of my own house,house
0,351280.86556747794,63,SECONDARY EDUCATION,1,married,0,F,retiree,0,81321.48327378681,profile education,education
0,-3148.763501333361,47,secondary education,1,married,0,M,employee,0,235845.21110341023,car,car
1,-2294.481989816499,40,secondary education,1,married,0,M,employee,0,253374.87024911089,purchase of a car,car
0,-1784.4483930241086,24,secondary education,1,unmarried,4,M,employee,1,147013.14260019848,buy commercial real estate,estate
0,-5820.068615303435,54,secondary education,1,married,0,F,employee,0,140308.80655544202,to buy a car,car
0,-876.85375799536,30,secondary education,1,civil partnership,1,F,employee,0,59932.92838426071,having a wedding,wedding
0,-7682.203616419654,42,secondary education,1,married,0,F,employee,0,201527.44132725312,getting higher education,education
1,-731.3967940070198,0,masters degree,0,divorced,3,F,employee,0,247540.5282184792,purchase of the house,house
0,-5131.992935997802,55,SECONDARY EDUCATION,1,married,0,F,employee,0,98016.69126937444,transactions with the residential real estate,estate
0,-2591.824421076364,33,masters degree,0,unmarried,4,M,partner,0,404380.1279711364,purchase of the house for my family,house
0,-3234.472394363835,53,secondary education,1,married,0,F,employee,0,119740.36395362408,cars,car
0,-3417.217067907216,42,secondary education,1,civil partnership,1,M,employee,0,206514.12962892387,buy real estate,estate
0,353894.17262163525,55,masters degree,0,divorced,3,F,retiree,0,202414.6288167549,buying property for renting out,property
0,-3074.63986567761,50,masters degree,0,unmarried,4,M,partner,0,352308.79753404896,building a property,property
0,-478.9013229906069,52,secondary education,1,married,0,M,employee,0,268501.8137573957,getting higher education,education
0,398430.8834023205,69,Secondary Education,1,married,0,F,retiree,0,161449.57618257956,purchase of the house,house
0,,52,masters degree,0,civil partnership,1,F,civil servant,0,,having a wedding,wedding
1,-162.79407830832946,30,secondary education,1,civil partnership,1,F,employee,0,84891.25266069209,cars,car
0,-559.2213364413401,44,masters degree,0,married,0,F,employee,0,152302.89946491513,building a real estate,estate
0,-545.2975868112404,27,secondary education,1,civil partnership,1,F,employee,0,134143.86895877813,to have a wedding,wedding
0,-121.10831317292237,42,primary education,3,married,0,M,employee,0,228910.7096296075,buy real estate,estate
0,349417.10618864105,62,secondary education,1,married,0,F,retiree,0,185553.92110323827,construction of own property,property
1,-9151.4901245289,52,secondary education,1,civil partnership,1,M,employee,0,102343.18593784486,to have a wedding,wedding
0,-2102.052103975756,32,secondary education,1,married,0,F,employee,0,155762.31722940705,housing,house
2,-1146.6895862897618,0,secondary education,1,married,0,F,employee,0,101545.04935517049,car purchase,car
0,-9890.724875193007,44,secondary education,1,married,0,M,employee,0,149087.66025429303,purchase of a car,car
0,-4554.100104219933,58,secondary education,1,married,0,M,employee,0,212991.149679228,getting higher education,education
0,-1363.4937738061024,47,secondary education,1,civil partnership,1,M,employee,0,313022.74058018485,having a wedding,wedding
0,-226.02225371928,44,secondary education,1,married,0,F,employee,0,80949.81790141812,purchase of the house for my family,house
0,-3700.313503644101,31,masters degree,0,married,0,F,partner,0,133960.73745502922,to get asupplementary education,education
0,358757.19895792217,63,secondary education,1,widow / widower,2,F,retiree,0,235279.98632681704,supplementary education,education
2,-3143.9821898652435,36,masters degree,0,married,0,F,civil servant,0,89425.64513160527,purchase of my own house,house
0,347972.2907674529,57,secondary education,1,married,0,F,retiree,0,85640.20033682941,purchase of the house,house
2,-95.09566380809922,34,secondary education,1,married,0,M,partner,0,146581.18938870015,buying a second-hand car,car
0,-817.5185091596907,59,secondary education,1,civil partnership,1,M,employee,0,100968.70065618448,to have a wedding,wedding
1,-260.9927218209444,0,bachelor degree,2,civil partnership,1,F,employee,0,128246.64659106506,buy real estate,estate
1,-126.96261508813824,23,bachelor degree,2,married,0,M,employee,0,204856.0649252768,building a real estate,estate
0,356417.8025664824,60,SECONDARY EDUCATION,1,married,0,M,retiree,0,97641.1359179032,university education,education
0,-2013.3369339866947,46,masters degree,0,married,0,M,partner,0,309171.0657060311,to own a car,car
0,-3242.5369269225425,41,secondary education,1,widow / widower,2,F,partner,0,171759.95231341367,going to university,education
1,-3469.0358035524573,41,primary education,3,unmarried,4,M,employee,0,50548.716623023465,buying property for renting out,property
1,-1665.6082241457598,51,secondary education,1,married,0,M,employee,0,151156.76689204384,supplementary education,education
0,-1287.5029997770928,46,secondary education,1,married,0,M,civil servant,1,148978.8000290125,housing,house
0,-10381.15259557358,52,secondary education,1,civil partnership,1,M,employee,0,116479.50789684428,purchase of the house for my family,house
0,-1773.296885486553,33,MASTERS DEGREE,0,unmarried,4,M,employee,0,241419.1438216472,buy residential real estate,estate
0,-12747.577578368862,58,secondary education,1,married,0,M,employee,0,60012.415521739786,buy real estate,estate
0,-3077.3380911436934,53,masters degree,0,married,0,F,partner,0,243545.5429837988,real estate transactions,estate
0,358991.8665947933,55,secondary education,1,married,0,F,retiree,1,148929.88906702993,to get asupplementary education,education
0,-1237.996750574812,27,masters degree,0,civil partnership,1,M,employee,0,363434.4312152552,to own a car,car
0,-1462.6945488184756,32,secondary education,1,married,0,M,employee,0,114592.19739910736,real estate transactions,estate
0,330583.8796412708,53,secondary education,1,widow / widower,2,M,retiree,0,133650.59680126805,transactions with the residential real estate,estate
1,-665.5537571482269,34,secondary education,1,married,0,M,employee,0,97257.4442141904,buying a second-hand car,car
0,-13967.98538897768,60,masters degree,0,married,0,M,employee,0,295833.8598111609,housing,house
0,,62,SECONDARY EDUCATION,1,married,0,F,retiree,0,,to get asupplementary education,education
0,-2585.302237078068,58,secondary education,1,widow / widower,2,F,civil servant,0,188383.10101325624,education,education
1,-3120.9213943171694,36,bachelor degree,2,unmarried,4,M,partner,0,506283.9635659854,building a real estate,estate
0,-4471.9086746352,49,secondary education,1,married,0,F,employee,0,145681.16675270413,buying property for renting out,property
0,-829.632219235511,28,secondary education,1,unmarried,4,M,employee,1,106568.58413713957,university education,education
1,-187.0857001670946,35,secondary education,1,married,0,F,employee,0,410799.9518530923,to own a car,car
0,392236.4041647114,54,secondary education,1,married,0,F,retiree,0,91048.66122022465,car purchase,car
0,-9613.583488858449,42,secondary education,1,married,0,F,partner,0,92948.28561920548,transactions with my real estate,estate
0,-2358.853370397528,33,secondary education,1,married,0,M,employee,0,95387.01785672733,buy commercial real estate,estate
1,-1208.5264914012348,57,secondary education,1,unmarried,4,F,partner,0,101901.92056137988,going to university,education
0,-3116.040212908644,49,masters degree,0,married,0,F,employee,0,162644.79818434385,purchase of my own house,house
0,-177.73494667088326,34,secondary education,1,married,0,F,employee,0,139719.2837480084,housing transactions,house
0,-1482.3660139302704,34,masters degree,0,married,0,M,partner,0,306853.56000767776,real estate transactions,estate
1,-334.0162205249262,39,secondary education,1,unmarried,4,F,employee,0,173662.36822154402,building a real estate,estate
2,,47,secondary education,1,married,0,F,employee,0,,to become educated,education
0,-870.9768025386815,36,secondary education,1,married,0,F,partner,0,220371.9481459577,property,property
0,353891.1780431012,57,secondary education,1,widow / widower,2,F,retiree,0,56516.60840691322,buy commercial real estate,estate
0,-1315.351114398237,27,bachelor degree,2,unmarried,4,F,partner,0,171120.92132788975,buying property for renting out,property
1,,63,secondary education,1,civil partnership,1,M,employee,0,,to have a wedding,wedding
1,-4214.287614414767,45,masters degree,0,married,0,F,partner,0,102967.93684080549,transactions with the residential real estate,estate
1,-580.6726554470142,28,secondary education,1,married,0,M,employee,0,196988.52129526003,purchase of the house for my family,house
0,-449.11564855581696,48,secondary education,1,married,0,F,employee,0,86459.43716058426,purchase of the house,house
1,-250.8465017864385,41,primary education,3,civil partnership,1,F,employee,1,228523.78919532488,purchase of a car,car
